"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
-149.456468204951,-405.308545611795,-172.82539406001,-240.709119493904,-134.607268638659,110.80268504804,17.3474159521176,47.3904448691322,-258.805158052746,152.932933208428,116.460523691165,-153.798569183637,-62.22878719941,-353.062009528103,64.4003886321872,-129.022947565391,-98.7965517402806,58.0858640423557,274.737561039809,75.7925518327195,50.6011923340564,-413.064533323726,-89.1979422834664,41.2822297399761,-306.879196409068,-258.988577946017,19.0082406075935,-123.339111705808,305.631866958921,195.488043356868,40.1266807009153,-67.0852588156959,-172.846930538233,26.6647646209029,-265.983692244036,-33.6689516016443,125.398100239431,119.903248803321,-199.23198747381,-183.398520824682,-129.343560881924,-83.3263529373257,-248.444545066219,-134.005306453157,41.3369923599773,225.402435829529,89.3179351184279,269.643077291034,213.128407290455,-382.950471101094
-147.337356767075,-399.984200143001,-168.418445457184,-236.081080017231,-136.245803025196,103.824203448929,11.7570344955708,42.7146384441263,-256.775665207947,159.535557370217,108.120103620987,-150.683427320125,-52.2457467751644,-343.545288953282,59.8291003995847,-120.611314641543,-97.0384109923987,61.4682651684554,267.287821582286,60.2017021777424,46.6561564820857,-395.539475549173,-89.8348280040899,38.9088719477407,-309.310664842338,-250.86392210241,4.42494620382982,-121.130124467985,295.188688952362,204.191613457501,37.1508821860668,-54.2612383901114,-159.996375389851,25.6434654947542,-259.064349093236,-35.8324372565023,122.105184996813,117.947678019562,-198.005994601675,-170.642030073348,-131.482142466805,-81.684374689658,-237.428509271544,-136.162352625207,39.8107326846599,216.139658027467,94.4413456618881,258.845167648598,207.346278930927,-374.431953133724
-144.484352428165,-392.844437662565,-162.353208232719,-229.768231558177,-138.691236990011,94.0639078572776,3.86982124699146,36.1492280974521,-254.154024860326,169.01688140723,96.4396816277235,-146.426366925826,-38.1910424450485,-330.42823918113,53.4277408429981,-108.842233850566,-94.6472684913439,66.3059805289029,257.018154421133,38.2315234079377,41.127000316902,-371.15747390165,-90.8206449707996,35.5928729845359,-313.042051868969,-239.624968253414,-16.175075554986,-118.125054284788,280.716395220399,216.684035791416,32.9820319488356,-36.1945359259654,-141.993383364383,24.2250492505208,-249.536190633446,-38.9234506604462,117.569601835554,115.297605647035,-196.463343717018,-152.782127634775,-134.629517307141,-79.4426588159259,-222.091560595778,-139.340294963395,37.6924339674372,203.259454057882,101.770434920488,243.836900400317,199.375353802016,-362.754793017099
-139.581586798972,-379.758002839694,-155.714513528551,-221.27001305352,-136.032978606562,87.7500529532707,0.652892121803589,32.6109366844259,-246.476742984434,168.345636938609,89.305206602327,-140.918187149132,-31.6407877478995,-316.611584290354,49.5027304028977,-101.348628031196,-91.2293141148478,66.4843699574432,246.244713746675,28.5532444313463,37.8679952602867,-351.826312627355,-88.836738902577,33.352783208151,-306.335623259775,-228.923139087109,-23.8903143501732,-113.851043632583,267.66344072031,215.956659793379,30.4732549281117,-28.1115357393462,-131.17078964857,23.031656336312,-239.251199612976,-39.1273818299866,112.705485327944,111.23772260377,-190.719898277444,-141.734126535728,-132.354698840512,-76.4810653116649,-210.22902759539,-136.954448802974,35.8706231010777,192.859570422267,102.00626245266,231.535956593272,191.016355155929,-348.662193330715
-134.817179854623,-366.876921783832,-150.022501388284,-213.483202097564,-132.073071721968,83.7130578473444,-0.399031951785133,30.7264389094809,-238.379598110118,164.289211425115,84.9681970276165,-135.928126305882,-28.8074623777772,-304.935502267765,47.1082579356627,-96.6211308155634,-88.0464978573548,65.0253388679752,237.154762596962,24.7819759520572,35.9536143141269,-337.569272990027,-86.1707879841752,31.8698607602231,-297.186041723204,-220.251385904417,-25.8325029402227,-109.876251537791,257.35007922492,210.796110814838,28.9693999346166,-24.8646078325115,-124.689880368305,22.1215837364973,-230.47823359573,-38.3006095681196,108.566593358571,107.391569162428,-184.517996492578,-134.939598993496,-128.60230346558,-73.7817787598509,-201.609522935317,-133.06133944581,34.465106865385,185.107780445367,99.7554774016096,222.289102333247,183.96452340501,-336.166067264026
-129.485109203129,-352.427369846616,-143.80853031268,-204.865641507061,-127.358118824673,79.6268510715564,-1.14953808403783,28.9371178727775,-229.186746641126,159.049109889399,80.6485750654425,-130.418132770542,-26.3632467039419,-292.228434238389,44.7205963594449,-91.8559593469128,-84.5129917348074,63.0566210340912,227.265583274631,21.7204909375069,34.0688625087844,-322.545266435333,-83.0353546299174,30.3530266432942,-286.40472344089,-210.901954127861,-26.8631425329204,-105.46462179845,246.295772277786,204.104392820541,27.4785523654585,-22.1788639155941,-118.267214683662,21.1544404093336,-220.911365962546,-37.1644567097481,104.055532222719,103.10755966763,-177.449488056365,-128.146491157481,-124.085617106275,-70.7976527545661,-192.561379128129,-128.380421178333,32.9671989277577,176.916826888512,96.7262910044361,212.497444432675,176.292892545603,-322.427704196219
-121.770840481424,-331.537285406497,-134.748590094334,-192.354703193011,-120.663161726417,73.5222355443885,-2.42592181756775,26.2056124481682,-215.945306370778,151.7806635816,74.1605574212536,-122.413129026297,-22.5025133071409,-273.683408693857,41.1357582429091,-84.7271471533786,-79.3880866578242,60.3583237986886,212.831494044268,16.7736020587372,31.2269726724995,-300.392937968415,-78.5669192204076,28.0947608334524,-271.048519120066,-197.216724942964,-28.8646512719249,-99.0656076861356,230.084891438874,194.832227451842,25.2358164929477,-17.8698446539306,-108.604263690762,19.7322718327757,-206.958074300125,-35.6148775245396,97.4750533908446,96.9004817923898,-167.280010855996,-117.956285442439,-117.692675439453,-66.4638937066438,-179.203609478417,-121.752889454648,30.7665491093612,164.850081627445,92.5716151078631,198.082478521874,165.095396798571,-302.441340372629
-118.086801333249,-321.712065211037,-129.722175749303,-185.945390241951,-118.734516831957,68.6729531360255,-4.94688761414245,23.4691793827246,-210.208260805118,151.44646293561,68.6697746836425,-118.256037573824,-17.4039336965443,-263.213766693256,38.1154441989496,-78.9685804777241,-76.8128320203285,60.5739790568902,204.66714387027,9.2194824934401,28.715463765213,-285.640702136254,-77.1130685791559,26.3768177233114,-266.14077563099,-189.088756802759,-34.9397743307727,-95.8450988483393,220.158084674525,194.508321077882,23.3039690442295,-11.5657403811282,-100.27015406055,18.8230511532903,-199.168638352009,-35.8193570322889,93.7906616009871,93.8448446967089,-162.995290913838,-109.457528105039,-116.060409612336,-64.2295558900463,-170.144461623467,-120.038835915447,29.3793609008042,156.91767831064,92.872804139565,188.703964121912,158.760715616492,-291.791938864512
-113.100931911036,-308.502173373075,-122.515390056767,-177.020197572239,-116.857129726671,60.9929746738458,-9.46277273498038,18.9386266388763,-202.782725746757,152.806142385042,59.856823101116,-112.436905303224,-8.6235821225076,-248.112607199486,33.2721120379478,-69.8153036171644,-73.2537400483945,61.734741261243,192.883484763954,-4.00289202208458,24.6496888658575,-263.264948197035,-75.5383161598023,23.6824222580443,-260.899984150901,-177.168776296701,-46.1187010047257,-91.3914888945642,205.46125874944,196.440609934102,20.1922408369355,-0.58118439761185,-86.8425587721345,17.45965714474,-187.976308443787,-36.6416619828173,88.4913522946224,89.6566555662473,-157.526784050232,-95.8574430934437,-114.672018025517,-61.1105337660278,-156.336044731116,-118.557224738002,27.3077588386139,144.928869949718,94.6004777546195,174.570481571784,149.617320115628,-276.741261159185
-108.253558006597,-295.498027176877,-116.255348823396,-168.806573002089,-113.678392008441,55.5896912054539,-11.8139000674358,16.0617137805984,-194.937645387573,150.781212668391,53.8411142364587,-107.135986763693,-3.55976875242604,-235.152121718428,29.9591966918491,-63.4279293927213,-69.929859053569,61.2583432194777,182.783391710418,-11.3189013902374,21.9284254867941,-245.963119553144,-73.2816941844356,21.745143878812,-253.216654662752,-167.278889657556,-51.5252648448386,-87.2371877612298,193.504004820849,193.94046980349,18.0853528871353,5.56782247508499,-77.7562941076379,16.3795761923993,-178.296092056378,-36.4334243568395,83.9173077421885,85.6822932339878,-151.600081970124,-86.5104994852491,-111.806363545787,-58.2538722083992,-145.770514683678,-115.568672810847,25.6524429619871,135.58806289583,93.8419351792844,163.490992020563,141.781150730389,-263.287255596971
-100.539289284892,-274.607942736757,-107.19540860505,-156.29563468804,-106.983434910185,49.4850756782861,-13.0902838009658,13.3302083559891,-181.696205117225,143.512766360592,47.3530965922699,-99.1309830194479,0.300964644374943,-216.607096173896,26.3743585753133,-56.2991171991871,-64.8049539765858,58.5600459840751,168.349302480055,-16.2657902690072,19.0865356505092,-223.810791086225,-68.8132587749259,19.4868780689703,-237.860450341928,-153.593660472659,-53.5267735838431,-80.838173648915,177.293123981936,184.668304434791,15.8426170146245,9.87684173674856,-68.0933431147378,14.9574076158414,-164.342800393958,-34.883845171631,77.3368289103138,79.4752153587477,-141.430604769756,-76.3202937702075,-105.413421878964,-53.920113160477,-132.412745033966,-108.941141087163,23.4517931435907,123.521317634764,89.6872592827114,149.076026109762,130.583654983357,-243.300891773382
-93.6421540901699,-255.657124198122,-100.361909891976,-145.896640072288,-98.7010048436914,47.5282328975387,-10.7711270100297,13.480414431359,-168.795483229769,131.335268138307,45.8833346954796,-92.5789450975214,-2.13967161851039,-202.947005574215,25.5377923457007,-54.1872179463505,-60.4542611063191,53.4243220104026,157.745435913214,-11.2898998439468,18.6354233800143,-211.559802815562,-63.5869137646268,18.6255088765579,-219.739305217952,-144.240898516205,-46.0485544603273,-75.4149320465732,166.755209285218,168.948365972228,15.3958022813317,6.04214633191867,-66.187476759895,14.1023499935254,-153.905751445868,-31.7885253112496,72.4342510115287,74.0910423557494,-131.303108134729,-73.7852515015393,-97.1255740922692,-50.3435739723194,-125.321630661905,-100.3888006614,22.092965117827,116.660830914846,81.8354549809473,140.703859999777,122.359412080941,-227.431446641409
-86.8281226884673,-236.829762674577,-94.0965021672713,-135.924619621591,-89.6377034990353,46.937513674964,-7.15301422344362,14.6228818375509,-155.643014524783,117.126845997969,46.0920493558195,-86.3378596695014,-6.81040475828336,-190.571419577527,25.6195478369896,-53.7349897347035,-56.2447058314904,47.3062252609178,148.15178777823,-2.76991387995332,18.9910809522596,-202.353407209823,-57.9514151054586,18.2184453730277,-200.152522964872,-136.106287899505,-35.1066474580458,-70.1712897458017,157.861166013496,150.568762655409,15.551938734609,-0.694104869808257,-66.8866119776543,13.417293465551,-144.376041385531,-28.0748316698803,67.9668659114983,68.8351754399474,-120.900672923735,-73.8022931454194,-87.9512994257653,-46.9244634039194,-120.176400181808,-90.9322252526615,20.9839282878942,111.389268920235,72.4918045963003,134.164232632876,114.919566033303,-212.520079528379
-80.6927076881234,-219.735889310647,-89.1106437791086,-127.352863751905,-80.2884828337383,48.2175169986886,-2.10445644284258,16.9931628598858,-143.250874960303,101.394509170569,48.521340624327,-81.0314454818474,-14.0653895054056,-180.939760528422,26.9189196271001,-55.5333402959054,-52.5741150890268,40.38811744642,140.70453358669,9.76556473879826,20.3927948014529,-197.973634879253,-52.2399827857184,18.451043276688,-180.243718997597,-130.273733912316,-20.4582760219566,-65.6040644368762,151.900089463808,130.17450677208,16.4989992960309,-10.7377671925245,-71.0008238820496,13.0159906335562,-136.850224601164,-23.8461007134587,64.452003835973,64.188353237268,-110.998484981475,-77.2206932639126,-78.3596120125094,-44.0001711958157,-118.054432184398,-81.0580170020535,20.3003621167217,108.675551022784,61.9376298923492,130.612935588752,109.145542763316,-200.128709853602
-78.130526778595,-212.302626788723,-88.3937450848184,-124.621121946539,-73.9090687671177,52.5253046532126,3.73312580679978,20.7768618399016,-136.931443384858,88.704271546563,54.2034458876056,-79.4675194214577,-23.4454913606075,-180.065070675927,30.0141764999682,-60.877362811176,-51.290595523475,34.5641847414704,140.074671660006,25.1297022042695,23.230324434279,-204.28664149428,-48.5279393057219,19.7958433719797,-167.196841358204,-130.944946278994,-4.35303203204047,-64.0178822303202,153.673991111806,113.650377068387,18.5739723907441,-23.2167927255138,-79.9758099865205,13.297240355258,-135.904058581244,-20.2373886239385,64.041276485299,62.4260933473409,-105.747601749331,-85.7350721697421,-71.5820929327826,-43.1003119779661,-122.397100185988,-74.1035089346139,20.6709292263317,111.77567014173,53.071394267207,133.996767953813,108.660338202372,-197.109304328352
-78.5183660872032,-212.878791625917,-91.0449840734375,-126.613779067853,-70.2647997677064,58.9009031310186,9.7952581952352,25.4076727153368,-135.756559446256,79.2260985343103,62.0367729089075,-80.9187119105709,-33.8531899677985,-186.059759474455,34.2999166373731,-68.622925868459,-51.9492743327616,29.979523027207,144.789287009304,41.6697362209909,26.9954601356167,-218.495532223015,-46.6184492267954,21.9160547109673,-160.356820341485,-136.629969263196,11.8117453304053,-64.8560590020009,161.345818518789,101.237916208,21.3879013683176,-36.7581408790513,-92.133161319499,14.0906229975713,-140.138542641634,-17.3514835290467,66.0722893674743,63.0248884485078,-104.46448357459,-97.6454606633268,-67.4452036801307,-43.8350198032462,-131.478397631865,-69.8835105702289,21.8366864218511,119.191065330115,46.1090579849222,142.549091900668,112.321060809338,-201.58058419367
-78.8784933275464,-213.413788074695,-93.5067855444844,-128.46405595862,-66.880922711676,64.8209494862671,15.424236380753,29.7076008146984,-134.665623841892,70.425164192079,69.3103895338185,-82.2662131429406,-43.5172330251693,-191.626113079707,38.2794301478784,-75.8150494794795,-52.5608889282808,25.7224466184505,149.167031547668,57.0279443072178,30.4915676717661,-231.68916291723,-44.8453968895939,23.8847717582254,-154.005535574915,-141.908783434804,26.8215097691596,-65.6343459909817,168.469475072273,89.7123560692941,24.0007682302446,-49.3319265496143,-103.421840131192,14.8273165074111,-144.070462447334,-14.6717834196248,67.9581814060712,63.5808981734841,-103.273047335282,-108.704822735215,-63.6039052941859,-44.5172309554012,-139.910814138729,-65.9650414220856,22.9191474112725,126.076612374922,39.6441976780138,150.490331360263,115.720215822375,-205.732380164215
-79.7234757557243,-215.394614239349,-95.9227264625949,-130.718540438326,-65.0333556882581,69.4241095509522,19.4526838449199,32.9200413382403,-134.922711588146,64.8394454863619,74.8881329447912,-83.8229650196278,-50.5618671116041,-196.939484362358,41.333807503739,-81.3851958988188,-53.3822382068702,22.9576948465644,153.334201550159,68.1319041916117,33.1512608125811,-242.605566806367,-43.9512248412455,25.4331124249621,-150.75247344093,-146.647477359141,37.4555631840735,-66.6700985466826,174.690591059761,82.3784262474219,25.997669715374,-58.4426805301171,-112.047243478904,15.4511093359421,-147.889357933945,-12.9199986138834,69.7812433984336,64.4466856181949,-103.22360709398,-117.210680449871,-61.4137223229996,-45.3270011022338,-146.82620885999,-63.7390259507994,23.8442569649002,131.812626707969,35.4499896902787,157.144119100228,118.955095481377,-210.168981274023
-80.2498213860316,-216.176540768361,-99.5207837651617,-133.422821168065,-60.0876345585761,78.0765806257128,27.6797428927721,39.2046210983788,-133.328249620325,51.976399277355,85.5189208946432,-85.7924116652519,-64.6863938469411,-205.075014165876,47.1500838426463,-91.8968773580843,-54.2761463418868,16.7357451726136,159.732514285885,90.578764106555,38.2610129184859,-261.888778643308,-41.3598120142038,28.3104999120866,-141.469723875701,-154.362752576266,59.3931536777955,-67.807607487647,185.10220417507,65.5331906299411,29.8165173372311,-76.8199550118165,-128.546264099553,16.5278271354913,-153.636073473922,-9.00347055067819,72.5375776118666,65.2593241980225,-101.482257959292,-133.374542131035,-55.799454937332,-46.324089960443,-159.150646125804,-58.0119692814554,25.4263328201377,141.876229771866,26.0012432698556,168.750674285556,123.923146179638,-216.23705783758
-82.9366073349773,-223.069373168563,-104.449765158107,-138.881665788147,-59.204044667413,85.1044514978521,32.9688752790171,43.785379784276,-136.453416331403,46.5571871071173,93.8421715629658,-89.427526646296,-74.2806144990908,-215.622887739762,51.7146805708308,-100.346400300816,-56.3849953034443,13.8629030773604,167.981613249675,105.460291047643,42.1765245139142,-280.181199148105,-41.1923555373344,30.7178284354251,-140.669801647728,-163.165245379746,73.0653493816437,-70.4534557188609,196.286541345207,58.3604437748013,32.7793868145323,-89.0831686648261,-141.338914316065,17.6062190900152,-161.349436199434,-7.14928510051748,76.2027185982895,67.6527677156976,-103.574821739329,-146.129944960332,-54.4250490967192,-48.2509281281209,-170.595574042619,-56.6426144644686,27.0450166715442,151.57837772236,21.6560401247699,180.093625808104,130.325175623325,-225.997937361194
-84.917212451154,-228.187956945539,-107.909895446985,-142.798081656395,-58.8669624111463,89.8060605000084,36.3943300761471,46.8074173245786,-138.90248720542,43.339436142083,99.3851307045938,-92.0244143532975,-80.5468267951903,-222.998767309594,54.755432601931,-105.991914822681,-57.9079067255962,12.117789910948,173.747655320769,115.144314804399,44.7769439613178,-292.631935814451,-41.237392564826,32.3340100795235,-140.681061762967,-169.25964899043,81.8758306541312,-72.3631107874,203.989933643439,54.0896484312619,34.7502666850972,-97.0712627622487,-149.847800176777,18.344183058928,-166.756547870647,-6.01642241397291,78.7703125096499,69.3944950207964,-105.259045571412,-154.632962524086,-53.763845644854,-49.6305253428594,-178.368470017356,-55.9926265973774,28.1549576871435,158.19294764891,19.019039719448,187.837304212068,134.799975891558,-232.919658630325
-86.9807737234954,-233.429589812799,-111.937980974184,-147.141255629975,-57.7488125058427,95.8737802614637,41.1188192611096,50.8217409490812,-141.0995262927,38.090453410876,106.606570925488,-94.9321193311388,-89.0432371670582,-231.658883345616,58.7145081252956,-113.297090587491,-59.5718645364592,9.39017141040215,180.523707962037,128.372618699167,48.1841409573501,-308.127065674481,-40.8731538413846,34.4044885928242,-139.226260370234,-176.572027691558,94.1502368792459,-74.4522515456381,213.337004663039,47.1587900100551,37.3241011251775,-107.961058608191,-160.96170275797,19.2521332793404,-173.07079195325,-4.2651054833463,81.7730024267438,71.2644145363546,-106.66810544218,-165.688064369621,-52.2160165378909,-51.1674770968734,-188.087138404433,-54.4381988555266,29.5146658695225,166.396328083971,14.8899907861596,197.413379667661,140.059011818441,-240.799134839856
-87.881011043498,-235.492312729374,-114.732513467825,-149.680173493328,-55.380468259442,101.387676566057,46.0133157812256,54.6957137798824,-141.188497858062,31.1504775783369,113.303303230017,-96.6960376473635,-97.5747037036321,-237.82832289346,62.3811017331202,-119.973674569378,-60.4872143386137,5.97037189631999,185.364149057416,141.839493541931,51.3816883658803,-321.07299853566,-39.7060905917262,36.2556908991359,-134.995682437978,-182.122646259755,107.093652620532,-75.6076233571813,220.653842230229,38.0513520619341,39.7229734509656,-119.006329071582,-171.32378896863,19.9892453279239,-177.494373555333,-2.10099102718548,83.8860961585881,72.2156254957928,-106.435147431555,-175.895311728543,-49.4346835382098,-52.0821255763956,-196.299677574047,-51.6091551704726,30.6062788579862,173.191511350427,9.70101629808561,205.288718211561,143.816661517834,-245.874131550416
-88.8366616961056,-237.63735637273,-117.905847141829,-152.503796308912,-52.4914416436062,107.812499512598,51.7739518361426,59.231323163698,-141.10960548334,22.8562884364257,121.119238116646,-98.6672980516339,-107.593191415655,-244.854265835578,66.6600292081449,-127.756921677924,-61.4966742196815,1.89552948479351,190.878200441016,157.669559494833,55.1171872205123,-336.049055653,-38.2662050507197,38.4098227268043,-129.78782254587,-188.48552408713,122.346643911764,-76.8827513852812,229.066807792584,27.1704584407137,42.5238916212568,-131.986347283579,-183.422881558108,20.839713540428,-182.522965708024,0.475453008107884,86.2893750002624,73.2523905271537,-106.018861293505,-187.804280146677,-46.0622840452185,-53.1017469356287,-205.809725646662,-48.177170608185,31.8644517844915,181.046184335564,3.51728380700754,214.385987490416,148.097344429416,-251.587971495396
-91.9528895002812,-245.893697762029,-122.410166801475,-158.082143565702,-53.6648441544906,112.612557452226,54.5964139662357,62.0629577207613,-145.750659485119,22.0065052120743,126.62741298893,-102.30432158895,-113.08098192142,-254.29265369259,69.6871559144846,-133.477804302316,-63.7211477853959,1.17005492385493,198.243114580712,165.933647123949,57.6583329745045,-350.034125096557,-39.2504511540514,40.0938453482645,-133.063404910333,-195.935637384161,129.333553041825,-79.6663089666584,238.25247640156,25.9627975755073,44.4687498772572,-138.851781497922,-191.81524993182,21.6918486497226,-189.51829356384,0.989393575455566,89.6015008306208,75.8700576926405,-109.436749198972,-196.304457559528,-46.9300601126745,-55.0511712182732,-214.440122874874,-49.1032103452888,33.1592242620626,188.539309855618,2.43749098409903,223.219556558379,153.81206530688,-260.994812923852
