"y","x1","x2"
0.748425678115426,0.00179661497590773,45.5598859787174
3.61496446358175,0.0134876273460922,31.1445365156792
1.5731707462474,0.0430745788894255,11.4006881990097
8.50254060265353,0.0457599145666574,38.7350178032927
7.40202893741097,0.0463833390025123,35.2086071878858
4.43730325531294,0.06200148343605,27.8627101635374
4.98894686264707,0.0680564893106082,31.2286242050119
4.62673311507357,0.0850815557893662,13.9466565071046
0.353956296374484,0.104576542039086,11.3441865892522
10.0231925458778,0.107421407171942,25.587099957671
4.59702080819013,0.116597332040012,16.5615138819069
13.8910761312743,0.123159016069484,37.8118125648424
2.19927159350503,0.126459638429845,9.14795192075893
6.60379620097935,0.131973330344863,21.6928607710637
24.1850994474204,0.136192483477886,43.3232677906565
19.7025716574877,0.136278116606755,39.1672933236323
11.9208682002754,0.167267695853469,28.1648047116399
16.1171978669627,0.175352400461486,32.1310863254033
24.6552810170392,0.194886552008206,38.6485478771478
23.2960873519644,0.203224209510398,34.1478321482055
15.7996688462739,0.206640724782819,26.0966891127825
29.2931555030247,0.211047187508515,42.1571909664944
21.1421210837094,0.234079015126318,34.5583530632965
1.10376614162008,0.239260961514868,15.5172639801912
12.1360055436242,0.241841213890091,22.2044574544765
